"gene","modules","cell_type","module_name","name","merge_module"
"HSPBAP1","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"KANTR","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"MAP3K1","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"MTAP","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"NPHP3","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"NUP160","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"PIGL","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"PIGN","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"RALGAPA2","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"RBSN","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"RPS6KA5","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"SORL1","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"TCTN3","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"TPK1","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"WDFY2","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"ZC3H6","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"ZNF430","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"ZNF780B","2_117","CD8T","CD8T_13_18","CD8T_13_18: phosphotransferase activity, for other substituted phosphate groups","CD8T_15"
"ACOT7","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"CPSF4","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"EI24","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"EXOSC3","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"EZH2","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"FBXO4","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"GLRX5","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"GNPNAT1","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"HADH","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"HDAC7","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"IPO7","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"LMNB2","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"NAT10","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"NOP14","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"PPIF","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"SEPHS1","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"SHMT1","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"SHQ1","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"SKP2","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"SLC7A1","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"TADA2A","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"TOPBP1","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"ZDHHC16","2_118","CD8T","CD8T_13_19","CD8T_13_19: N-acetyltransferase activity","CD8T_18"
"AAMDC","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"AARS1","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"ADA","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"AIDA","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"BRCC3","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"C14orf119","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"C6orf226","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"CLDND1","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"COASY","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"CUEDC2","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"DPAGT1","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"ERP29","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"FAM32A","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"GABARAPL2","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"GLRX2","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"GMDS","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"GORASP2","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"GTPBP8","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"H2AC25","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"LYRM1","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"MIR4435-2HG","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"MRPL1","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"NIPSNAP3A","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"NIT1","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"NUP37","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"PPIG","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"PQBP1","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"PTOV1","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"RBMX2","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"RHEB","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"RPP25L","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"RWDD1","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"SAFB","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"SEPHS2","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"SURF1","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"TRAF7","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"TXNL1","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"UROS","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"WDR5","2_119","CD8T","CD8T_13_20","CD8T_13_20: Leucine-tRNA Ligase","CD8T_18"
"ADIPOR1","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"ASTE1","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"AVEN","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"BRMS1","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"ERG28","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"KBTBD3","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"KLHL42","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"KLRC2","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"LAPTM5","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"MGAT4B","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"MPND","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"MT-CO1","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"NCLN","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"PDK2","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"RP9","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"SCYL1","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"STRN4","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"TENT5A","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"TTC39C","2_120","CD8T","CD8T_13_21","CD8T_13_21: Cul3-RING ubiquitin ligase complex","CD8T_5"
"ABHD17B","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"CLP1","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"CNOT8","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"CSNK1E","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"EIF2AK3","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"FEM1B","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"HDAC5","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"HELZ2","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"MAPK9","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"PCNT","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"PINK1","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"PMS2","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"SH3GL1","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"SLC9A8","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"TAF13","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"TOP3A","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"TPRG1L","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"ZBED1","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"ZNF672","2_121","CD8T","CD8T_13_22","CD8T_13_22: Seminiferous Tubules","CD8T_14"
"CLN3","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"CTNNA1","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"GPR174","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"GRAP2","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"IMP3","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"ITPRIPL1","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"KLRK1","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"LINC00623","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"LY9","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"METTL2B","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"MLH3","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"NHSL2","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"NME6","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"NMUR1","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"OTUD6B-AS1","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"PLEKHA5","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"POLB","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"STYX","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"TIMM10B","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"TMBIM4","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"VKORC1","2_122","CD8T","CD8T_13_23","CD8T_13_23: Orthopoxvirus","CD8T_10"
"APEX2","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"ARV1","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"CDK5","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"DEDD","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"H1-4","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"HSCB","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"INTS7","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"IPO8","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"LRWD1","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"MFF","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"MTRF1L","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"NUDT18","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"PANK4","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"RCN1","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"RITA1","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"UBFD1","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"ZFP91","2_123","CD8T","CD8T_13_24","CD8T_13_24: NA","CD8T_5"
"AMDHD2","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"ARAP1","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"ASCC2","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"CDK5RAP1","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"CENPB","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"D2HGDH","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"E4F1","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"FBRSL1","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"FZR1","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"LSM14B","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"MBD1","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"PHC2","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"PHF2","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"RBM15","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"TMEM39A","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"TOR1B","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"ZDHHC18","2_124","CD8T","CD8T_13_25","CD8T_13_25: SUMOylation of transcription cofactors","CD8T_13"
"ACAP1","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"ARRDC3","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"ATXN7","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"CDKN1B","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"DOCK10","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"FAM118A","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"FASTKD2","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"FBLN5","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"GALNT2","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"HAGHL","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"IL17RA","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"IRS2","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"LINC00402","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"LINC00861","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"MAP3K13","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"MAP4K2","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"MT-ATP6","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"MT-ATP8","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"MT-CO2","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"MT-CO3","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"MT-CYB","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"MT-ND1","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"MT-ND2","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"MT-ND3","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"MT-ND4","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"MT-ND5","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"NFIA","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"PLCB1","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"POLR2J3","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"PRMT9","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"PTGER2","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"RNF216","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"SC5D","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"SCML4","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"SGSM3","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"SLC25A33","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"STX17","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"ZNF880","2_125","CD8T","CD8T_13_26","CD8T_13_26: Angiopoietin like protein 8 regulatory pathway","CD8T_19"
"ABHD13","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"ADD3","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"BAZ2A","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"CGGBP1","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"CYP4V2","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"DHX38","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"ELP1","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"ERCC5","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"FBXO38","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"GON4L","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"LINC00342","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"MARCHF7","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"MCM3AP","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"PNRC2","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"PRPF8","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"RESF1","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"RNF44","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"SETX","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"SPTAN1","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"TARS3","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"TMEM87B","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"TRAF3IP3","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"USP4","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"VEZF1","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"WASHC2A","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"WASHC4","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"ZNF107","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"ZNF217","2_126","CD8T","CD8T_13_27","CD8T_13_27: Transcriptional Elongation Factors","CD8T_6"
"ADGRG5","2_92","CD8T","CD8T_13_28","CD8T_13_28: Glycosaminoglycan metabolism","CD8T_2"
"AGFG2","2_92","CD8T","CD8T_13_28","CD8T_13_28: Glycosaminoglycan metabolism","CD8T_2"
"ALG1","2_92","CD8T","CD8T_13_28","CD8T_13_28: Glycosaminoglycan metabolism","CD8T_2"
"ALKBH4","2_92","CD8T","CD8T_13_28","CD8T_13_28: Glycosaminoglycan metabolism","CD8T_2"
"ANKMY2","2_92","CD8T","CD8T_13_28","CD8T_13_28: Glycosaminoglycan metabolism","CD8T_2"
"ANXA1","2_92","CD8T","CD8T_13_28","CD8T_13_28: Glycosaminoglycan metabolism","CD8T_2"
"ARCN1","2_92","CD8T","CD8T_13_28","CD8T_13_28: Glycosaminoglycan metabolism","CD8T_2"
